authorDisplayName,textDisplay,textDisplayAdj,scores,neg_score,pos_score,neu_score,compound_score,sentiment,publishedAt
@tungleo8464,Jinhsi shall come home with me,jinhsi shall come home,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:43:00Z
@Doctor_Yiggles,The animation is superb! Looking forward to 1.1 and exploring this new area! 😄,animation superb looking forward exploring new area,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.8802}",0.0,0.404,0.596,0.8802,positive,2024-06-20T03:42:57Z
@heytgp,She will come home. As Fate Has Decreed.,come home fate decreed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:42:50Z
@Sen31527,That woman will come Home to me! Her and her weapon!. Jinhsi pls come home early...😢<br>And Thank you very much Kuro. This is such an awesome cinematic experience. I look forward for more jaw dropping videos. 🎉👌🏼👍🏻,woman come home weapon jinhsi pls come home early thank much kuro awesome cinematic experience look forward jaw dropping video,"{'neg': 0.082, 'neu': 0.65, 'pos': 0.268, 'compound': 0.9004}",0.082,0.268,0.65,0.9004,positive,2024-06-20T03:42:44Z
@yagomasson9866,This is amazing in so many levels..,amazing many level,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.5859}",0.0,0.388,0.612,0.5859,positive,2024-06-20T03:42:40Z
@sanegenshinplayer,Holy shit !That&#39;s the dragon from dragonBallz,holy shit dragon dragonballz,"{'neg': 0.393, 'neu': 0.607, 'pos': 0.0, 'compound': -0.5983}",0.393,0.0,0.607,-0.5983,negative,2024-06-20T03:42:06Z
@kimpatrickmiranda38,My god kuro! This is CINEMA,god kuro cinema,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.3382}",0.0,0.324,0.676,0.3382,positive,2024-06-20T03:42:02Z
@amirridzuannnnn,HOLY FUCK AM I WATCHING A MOVIE? GENUINELY ABSOLUTE CINEMA,holy fuck watching movie genuinely absolute cinema,"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.5423}",0.28,0.0,0.72,-0.5423,negative,2024-06-20T03:41:45Z
@nkhmnkh,THIS IS MASTERPIECE!!! 💯,masterpiece,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.7723}",0.0,0.588,0.412,0.7723,positive,2024-06-20T03:41:18Z
@eddymulya883,"Readyyyy , serveeeee",ready serve,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:41:18Z
@crescent401,very cool cinematic and music.,cool cinematic music,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.3804}",0.0,0.393,0.607,0.3804,positive,2024-06-20T03:41:11Z
@KusogakiRenfir,HSR: Here&#39;s the Firefly banner <br><br>Kuro games: 🐉🗿,hsr firefly banner kuro game,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:40:54Z
@winc2408,God dam i want to skip her but wtf the trailer is so good that my wallet are shaking for her now😢,god dam want skip wtf trailer good wallet shaking,"{'neg': 0.306, 'neu': 0.484, 'pos': 0.21, 'compound': -0.6796}",0.306,0.21,0.484,-0.6796,negative,2024-06-20T03:40:46Z
@trannhatminh5610,"Yep , the animation is very good but the VA is still …. 😅",yep animation good va still,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.7137}",0.0,0.332,0.668,0.7137,positive,2024-06-20T03:40:32Z
@babaseu,the va is kinda good tho,va kinda good tho,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.3832}",0.0,0.343,0.657,0.3832,positive,2024-06-20T03:42:48Z
@rdr.erased,Jp VA is better no matter the gacha,jp va better matter gacha,"{'neg': 0.1, 'neu': 0.464, 'pos': 0.436, 'compound': 0.5612}",0.1,0.436,0.464,0.5612,positive,2024-06-20T03:50:53Z
@kudasai0014,BRO this animation goes so hard WTF…it’s good to know my money is being put to good use. I will be pulling for both and their weapon 🔥,bro animation go hard wtf good know money put good use pulling weapon,"{'neg': 0.182, 'neu': 0.647, 'pos': 0.171, 'compound': 0.1525}",0.182,0.171,0.647,0.1525,positive,2024-06-20T03:40:26Z
@blazegaming5120,After This Please Make Geshu Lin Playable like holy shit he looks sick,please make geshu lin playable like holy shit look sick,"{'neg': 0.333, 'neu': 0.435, 'pos': 0.232, 'compound': -0.4767}",0.333,0.232,0.435,-0.4767,negative,2024-06-20T03:40:26Z
@MattIsPlaying,Is this after the main stroy 1.0?!,main stroy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:40:22Z
@vigor9675,Sadly I couldn&#39;t locate my headphoes D:,sadly locate headphoes,"{'neg': 0.261, 'neu': 0.466, 'pos': 0.273, 'compound': 0.0343}",0.261,0.273,0.466,0.0343,neutral,2024-06-20T03:40:10Z
@rizkichannel8577,"OK, listen to me, Kuro Games you guys have to make a Wuthering Waves anime in the future. You must",ok listen kuro game guy make wuthering wave anime future must,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:40:04Z
@thawzin3805,She looks so divine 🤍,look divine,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.6825}",0.0,0.536,0.464,0.6825,positive,2024-06-20T03:40:02Z
@HonkaiCouldNever,This is better than firefly animation!🎉 HOYOGAMES COULD NEVER!,better firefly animation hoyogames could never,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.7339}",0.0,0.407,0.593,0.7339,positive,2024-06-20T03:39:57Z
@FengJolynff,add your game to GeForce NOW please,add game geforce please,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.0,0.277,0.723,0.3182,positive,2024-06-20T03:39:56Z
@shrimpfryWW,im crying because of peak fiction 😭😭😭 ily wuthering waves,im cry peak fiction ily wuthering wave,"{'neg': 0.416, 'neu': 0.436, 'pos': 0.148, 'compound': -0.7906}",0.416,0.148,0.436,-0.7906,negative,2024-06-20T03:39:52Z
@Hikkisora,One word:<br>amazing!! 🔥🔥🔥🔥,one word amazing,"{'neg': 0.836, 'neu': 0.164, 'pos': 0.0, 'compound': -0.8475}",0.836,0.0,0.164,-0.8475,negative,2024-06-20T03:39:25Z
@herrscherSquad,This look actually really 😍 good Hopefully everyone gets Jinhsi i hope i do,look actually really good hopefully everyone get jinhsi hope,"{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.8955}",0.0,0.476,0.524,0.8955,positive,2024-06-20T03:39:24Z
@KayyyG,“Jinhsi will serve your will” the way she looked as she say that line… OMG GOOSEBUMPS,jinhsi serve way looked say line omg goosebump,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:39:24Z
@laughingcow1422,"Holy moly what a banger!!! ❤️‍🔥 Jinhsi, my girl, she&#39;s majestic 👑 Where did Kuro game get the budget for this animation??? 🤯",holy moly banger jinhsi girl majestic kuro game get budget animation,"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.5881}",0.132,0.0,0.868,-0.5881,negative,2024-06-20T03:39:15Z
@surjogaming9722,damn fix ur ping and lag issue  1st then do this useless develpoer,damn fix ur ping lag issue st useless develpoer,"{'neg': 0.455, 'neu': 0.545, 'pos': 0.0, 'compound': -0.81}",0.455,0.0,0.545,-0.81,negative,2024-06-20T03:39:11Z
@encrypted0547,get a good device! personally i have tried it on my potato android device that is under 300$ and then iphone 13 none of them had any issues so far after the hotfix updates,get good device personally tried potato android device iphone none issue far hotfix update,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4926}",0.0,0.088,0.912,0.4926,positive,2024-06-20T03:40:53Z
@pauljerome01,"@@encrypted0547 <br>It&#39;s a PC issue, mobile is actually fine.",encrypted pc issue mobile actually fine,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.2023}",0.0,0.184,0.816,0.2023,positive,2024-06-20T03:51:06Z
@encrypted0547,"@@pauljerome01 i dunno i am getting 80-90 ms ping on my pc + my laptop spec is i5 10th gen and gtx1650,8 GB RAM I am running the game at low 30 fps and I am rarely getting any frame drops",pauljerome dunno getting m ping pc laptop spec th gen gtx gb ram running game low fps rarely getting frame drop,"{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.2732}",0.05,0.0,0.95,-0.2732,negative,2024-06-20T03:57:13Z
@surjogaming9722,@@encrypted0547 lol i ha<br>ve very well build pc for this game still happend this but tnx for ur rply,encrypted lol well build pc game still happend tnx ur rply,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.6424}",0.0,0.281,0.719,0.6424,positive,2024-06-20T10:54:46Z
@user-dw6od9kq2g,beautiful animation ^-^,beautiful animation,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.0,0.661,0.339,0.5994,positive,2024-06-20T03:38:52Z
@reymondgabricioap4239,Bro i love this game.,bro love game,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.512,0.488,0.6369,positive,2024-06-20T03:38:51Z
@brendonli5220,pls put on your headphoes 🥰🥰,pls put headphoes,"{'neg': 0.0, 'neu': 0.386, 'pos': 0.614, 'compound': 0.9423}",0.0,0.614,0.386,0.9423,positive,2024-06-20T03:38:50Z
@Hermia_Scarlet,THIS IS SO GOOOD.<br>THE QUALITY OOHHHHHHHH,god quality ooh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:38:49Z
@ecliptix1,"As fate has decreed, you will spend 6 weeks to build one character",fate decreed spend week build one character,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:38:48Z
@PentagramIndustries,Funny how everyone has forgotten over mommy Yinlin now that the Magistrate is almost here. 😂,funny everyone forgotten mommy yinlin magistrate almost,"{'neg': 0.143, 'neu': 0.604, 'pos': 0.253, 'compound': 0.5994}",0.143,0.253,0.604,0.5994,positive,2024-06-20T03:38:45Z
@jeevenphantom4241,"<a href=""https://www.youtube.com/watch?v=TvxwtXIrf1g&amp;t=220"">3:40</a> dayum she so beautiful",dayum beautiful,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7177}",0.0,0.5,0.5,0.7177,positive,2024-06-20T03:38:18Z
@unrealbot3027,My brother in Christ it&#39;s a drawing,brother christ drawing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-08-09T08:34:46Z
@DaemonKingOberon,Hurry up 1.1!!!!!!! 🔥,hurry,"{'neg': 0.543, 'neu': 0.457, 'pos': 0.0, 'compound': -0.5526}",0.543,0.0,0.457,-0.5526,negative,2024-06-20T03:38:16Z
@ZETxZ4,"Even though people say the English VA of WuWa is lacking, they fricking nailed on this cinematic, I usually prefer JP dub but I actually think the ENG dub for this one is better.",even though people say english va wuwa lacking fricking nailed cinematic usually prefer jp dub actually think eng dub one better,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.6825}",0.0,0.149,0.851,0.6825,positive,2024-06-20T03:38:01Z
@wartialpanda8872,Welp that is right that is KURO GAMES!,welp right kuro game,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:37:52Z
@ChaosRune,"Bruh, 100% worth it to put in the headphones for this, this was amazing",bruh worth put headphone amazing,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.6908}",0.0,0.322,0.678,0.6908,positive,2024-06-20T03:37:50Z
@Lemmatsot,GIVE THEM A MOVIE BUDGET CUS THEY COOKED US A FEAST!!!!,give movie budget cu cooked u feast,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:37:48Z
@guilhermenunes2890,HOLY SHT THIS IS ABSOLUTE CINEMA ✋🏻😮✋🏻,holy sht absolute cinema,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7506}",0.0,0.262,0.738,0.7506,positive,2024-06-20T03:37:47Z
@malvarez3611,Good animation indeed.,good animation indeed,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.0,0.592,0.408,0.4404,positive,2024-06-20T03:37:33Z
@WeWindows,"Sigh. Okay my wallet is her will. I am Jinhsi, so I&#39;m getting her yup understandable.",sigh okay wallet jinhsi getting yup understandable,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.25}",0.0,0.176,0.824,0.25,positive,2024-06-20T03:37:25Z
@starparik,"<a href=""https://www.youtube.com/watch?v=TvxwtXIrf1g&amp;t=210"">3:30</a> - Absolute Chills",absolute chill,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:37:22Z
@moonbursts,"ABSOLUTE CINEMA, can&#39;t wait for Jinhsi!",absolute cinema wait jinhsi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:37:14Z
@_monnie_,ABSOLUTE CINEMA,absolute cinema,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:37:14Z
@rapi-rapi,genshin could never,genshin could never,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:37:10Z
@lilorius,WHO PUT ONION IN HEREE!! 😭❤,put onion heree,"{'neg': 0.195, 'neu': 0.504, 'pos': 0.301, 'compound': 0.3987}",0.195,0.301,0.504,0.3987,positive,2024-06-20T03:37:04Z
@onkarkumar1292,Woa 😮😮😮😮😮😮❤❤❤ best cinematic trailer😮😮,woa best cinematic trailer,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.9571}",0.0,0.307,0.693,0.9571,positive,2024-06-20T03:36:48Z
@Sk-up9cy,ABSOLUTE FUCKING CINEMAA,absolute fucking cinemaa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:36:44Z
@WargasmicGaming,ICE COLD,ice cold,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:36:32Z
@paradisedreamxo,Jinshi is so brave. She has so much on her shoulders :c,jinshi brave much shoulder c,"{'neg': 0.177, 'neu': 0.573, 'pos': 0.25, 'compound': 0.3108}",0.177,0.25,0.573,0.3108,positive,2024-06-20T03:36:11Z
@vani3081,"And the fact that she will probably have to fight Jue, her father figure is crazy",fact probably fight jue father figure crazy,"{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.6124}",0.263,0.0,0.737,-0.6124,negative,2024-06-20T05:57:47Z
@babatea6589,This is absolutely amazing!!! The voice acting and music is jusy spectacular!! 10/10,absolutely amazing voice acting music jusy spectacular,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.74}",0.0,0.305,0.695,0.74,positive,2024-06-20T03:36:06Z
@FireBlueZ,"<a href=""https://www.youtube.com/watch?v=TvxwtXIrf1g&amp;t=51"">0:51</a> Glimmering Spiral PGR vibe. Anyway, hoping that Jihnsi will come home.. My gacha luck have been really terrible recently",glimmering spiral pgr vibe anyway hoping jihnsi come home gacha luck really terrible recently,"{'neg': 0.125, 'neu': 0.662, 'pos': 0.213, 'compound': 0.3415}",0.125,0.213,0.662,0.3415,positive,2024-06-20T03:36:05Z
@piulada,this is cinema 🤪🤪,cinema,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:36:05Z
@giops739,INSANE JINHSI IS SO CUTE!!,insane jinhsi cute,"{'neg': 0.266, 'neu': 0.296, 'pos': 0.438, 'compound': 0.4118}",0.266,0.438,0.296,0.4118,positive,2024-06-20T03:36:00Z
@SithDarthGendo,Jinhsi could use that coat on the top of a mountain...<br><br>Good trailer.,jinhsi could use coat top mountain good trailer,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.2023}",0.0,0.141,0.859,0.2023,positive,2024-06-20T03:35:51Z
@andinmah,i need the sounds effect from game to be like this right NOW!!!!,need sound effect game like right,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.5673}",0.0,0.234,0.766,0.5673,positive,2024-06-20T03:35:48Z
@nakulthakor8692,"<a href=""https://www.youtube.com/watch?v=TvxwtXIrf1g&amp;t=180"">3:00</a> this movement and ost was 🔥🔥🔥",movement ost,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.7351}",0.507,0.0,0.493,-0.7351,negative,2024-06-20T03:35:38Z
@tyriqgreen9487,So excited for 1.1 next week.,excited next week,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.4005}",0.0,0.35,0.65,0.4005,positive,2024-06-20T03:35:33Z
@reedsad4652,Jinhsi&#39;s so mid that I thought this was a Changli trailer lmao,jinhsi mid thought changli trailer lmao,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.5994}",0.0,0.262,0.738,0.5994,positive,2024-06-20T03:35:29Z
@HazardTone,Ah yes Dainslef the Cosplayer,ah yes dainslef cosplayer,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.0,0.403,0.597,0.4019,positive,2024-06-20T07:00:35Z
@sgfrey,ah yes I shall put on my &quot;headphoes&quot;,ah yes shall put headphoes,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.0,0.278,0.722,0.4019,positive,2024-06-20T03:35:26Z
@angeos9213,hypeeeeeee for JINHSI 🐉🐉🐉🐉🐉🐉,hype jinhsi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:35:17Z
@NaidJr-kt8kj,"Woww gonna be nice if kuro will make WuWa an anime one day, this animation is sick.. (f**k i cant find my fire emoticon)",woww gon na nice kuro make wuwa anime one day animation sick f k cant find fire emoticon,"{'neg': 0.113, 'neu': 0.721, 'pos': 0.166, 'compound': 0.1371}",0.113,0.166,0.721,0.1371,positive,2024-06-20T03:35:06Z
@HululuPengu,im gonna plap her until s6,im gon na plap,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:35:03Z
@Ranger....,Its looks so good now <br>Every fking &quot;content creator&quot; makin &quot; reaction video of all time &quot; with this one 🗣️🗣️🗣️,look good every fking content creator makin reaction video time one,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.5777}",0.0,0.13,0.87,0.5777,positive,2024-06-20T03:35:02Z
@Tyvex-Lee,guys use headphone believe me you will enjoy this.,guy use headphone believe enjoy,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",0.0,0.286,0.714,0.4939,positive,2024-06-20T03:34:55Z
@HastaLaVitas,No Special Broadcast?,special broadcast,"{'neg': 0.53, 'neu': 0.47, 'pos': 0.0, 'compound': -0.3089}",0.53,0.0,0.47,-0.3089,negative,2024-06-20T03:34:49Z
@babaseu,maybe. bcs on pgr they didnt do livestream except for special update like half anniversary and anniversary. but wdk yet,maybe bcs pgr didnt livestream except special update like half anniversary anniversary wdk yet,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.3818}",0.0,0.167,0.833,0.3818,positive,2024-06-20T03:37:05Z
@doom6322,Is this a trailer for a movie related to the Wuther Peak game?,trailer movie related wuther peak game,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:34:47Z
@facundoun2634,Deadass i thought this was some kind of animated series trailer. The quality is insane,deadass thought kind animated series trailer quality insane,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4019}",0.162,0.0,0.838,-0.4019,negative,2024-06-20T03:34:47Z
@Sinoko511,It&#39;&#39;s LIKE A MOVE TEASER CMON RELEASE THE MOVIE KURO,like move teaser cmon release movie kuro,"{'neg': 0.196, 'neu': 0.573, 'pos': 0.231, 'compound': 0.128}",0.196,0.231,0.573,0.128,positive,2024-06-20T03:34:33Z
@kanori0601,this shi is PEAK 🔥🔥🔥,shi peak,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.7351}",0.643,0.0,0.357,-0.7351,negative,2024-06-20T03:34:21Z
@zulchemical,We gonna fight jue is it,gon na fight jue,"{'neg': 0.342, 'neu': 0.658, 'pos': 0.0, 'compound': -0.3818}",0.342,0.0,0.658,-0.3818,negative,2024-06-20T03:33:58Z
@chrisrickard8404,This is just embarrassing at this point,embarrassing point,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3818}",0.302,0.0,0.698,-0.3818,negative,2024-06-20T03:33:57Z
@feralchimaera99,"The 1.1 patch illustration freaking looked like a poster for a movie in the cinemas, and now this?",patch illustration freaking looked like poster movie cinema,"{'neg': 0.131, 'neu': 0.751, 'pos': 0.117, 'compound': -0.0772}",0.131,0.117,0.751,-0.0772,negative,2024-06-20T03:33:54Z
@Ainlore,In the deepest of my heart is WUTHERINGGGGGGGGG,deepest heart wuthering,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.0,0.375,0.625,0.6369,positive,2024-06-20T03:33:45Z
@GamingKryz,The future of WuWa is bright. It’s been awhile i felt excited on a gatch game.,future wuwa bright awhile felt excited gatch game,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.6486}",0.0,0.275,0.725,0.6486,positive,2024-06-20T03:33:42Z
@jimmyzulian9650,Damn they killin it,damn killin,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4019}",0.474,0.0,0.526,-0.4019,negative,2024-06-20T03:33:39Z
@Luna-py3uo,I am falling in love with this game more and more. omg kuroooo❤❤❤❤❤,falling love game omg kuro,"{'neg': 0.037, 'neu': 0.374, 'pos': 0.589, 'compound': 0.979}",0.037,0.589,0.374,0.979,positive,2024-06-20T03:33:34Z
@_fransukii,ABSOLUTE CINEMA!! They could literally make a movie out of this in any time and I&#39;m here for it😭 <br>LET THEM COOK!! DOUBLE WW!!,absolute cinema could literally make movie time let cook double ww,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.6449}",0.141,0.0,0.859,-0.6449,negative,2024-06-20T03:33:31Z
@dipankar0918,This is pure cinema ❤,pure cinema,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.0,0.457,0.543,0.6369,positive,2024-06-20T03:33:19Z
@_imwinter_,WE MAKING IT OUT THE TIGER&#39;S MAW MINE WITH THIS ONE,making tiger maw mine one,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:33:18Z
@ZETxZ4,"Bruh <a href=""https://www.youtube.com/watch?v=TvxwtXIrf1g&amp;t=192"">3:12</a> this shot of Jinhsi is one of the most badass shots I&#39;ve ever seen in a cinematic like this, crazy good, and the OST with the cherry on top.",bruh shot jinhsi one badass shot ever seen cinematic like crazy good ost cherry top,"{'neg': 0.069, 'neu': 0.681, 'pos': 0.25, 'compound': 0.7305}",0.069,0.25,0.681,0.7305,positive,2024-06-20T03:33:12Z
@deadlybeauty53,THAT is where i really got the GOOSEBUMPS!!,really got goosebump,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T04:07:09Z
@JustGre3d,@@praenomenXcognomenoops.. we don’t insult HSR here idk bout Genshin tho,praenomenxcognomenoops insult hsr idk bout genshin tho,"{'neg': 0.37, 'neu': 0.63, 'pos': 0.0, 'compound': -0.5719}",0.37,0.0,0.63,-0.5719,negative,2024-06-20T04:32:59Z
@minakoarisato1506,"The drums, the lighting,  she&#39;s so pretty omg❤",drum lighting pretty omg,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.8525}",0.0,0.51,0.49,0.8525,positive,2024-06-20T04:36:03Z
@isaiah5519,​​@@praenomenXcognomenhoyo rlly left an impact on this guy. So much so he cant live without mentioning it. <br><br>Fr tho can we talk about this trailer instead.,praenomenxcognomenhoyo rlly left impact guy much cant live without mentioning fr tho talk trailer instead,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T04:36:31Z
@midwestairway,"Just like watching an anime, just beautiful",like watching anime beautiful,"{'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.7506}",0.0,0.561,0.439,0.7506,positive,2024-06-20T03:32:59Z
@Kheays,"As fate has decreed, I shall have thee",fate decreed shall thee,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:32:50Z
@ShiBaNiS,Holy cinema 🥵🔥🔥,holy cinema,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.5859}",0.545,0.0,0.455,-0.5859,negative,2024-06-20T03:32:33Z
@ihaveyourphone,Why is Jue so small,jue small,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:32:32Z
@Rivers789,"yap, this is an absolute banger cinematic!",yap absolute banger cinematic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:32:06Z
@Nil_Sama,I see that Kuro&#39;s Forte is unlimited budget lol 👏👏👏,see kuro forte unlimited budget lol,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",0.0,0.167,0.833,0.4215,positive,2024-06-20T03:32:05Z
@DesroA41990,what happened to Rexlent&#39;s comment??,happened rexlent comment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-06-20T03:32:04Z
@HazardTone,Bro&#39;s comment got lost in the comment section lol,bro comment got lost comment section lol,"{'neg': 0.19, 'neu': 0.579, 'pos': 0.231, 'compound': 0.128}",0.19,0.231,0.579,0.128,positive,2024-06-20T03:34:08Z
@BranSmith101,This cinematic broke my headphoes!!! I cannot wait to get Jinhsi!!!,cinematic broke headphoes wait get jinhsi,"{'neg': 0.284, 'neu': 0.716, 'pos': 0.0, 'compound': -0.6083}",0.284,0.0,0.716,-0.6083,negative,2024-06-20T03:32:00Z
